pop1,pop2
2004.55362390208,2470.436702422429
2006.2399882154698,2511.4581166789762
2007.4670801270852,2507.2403728699674
1977.6050187025185,2504.8214873483353
2016.894162597716,2487.4076881243604
2005.8053145774193,2502.960935509522
1999.1185009688834,2480.1883767158088
1998.6024061167964,2496.8554778755415
1989.5597931898217,2508.3173620559833
1981.6851983991794,2479.852081620617
1988.5879315275881,2487.231938742539
2006.3014698903498,2507.0119758434394
2000.1734140487808,2503.103213068727
1994.2656241401264,2513.617334469061
2013.4355269572075,2500.4482479461253
2005.4639589690614,2518.7344105251864
1978.777494385954,2537.0225617382644
1999.4488661936232,2473.458284311028
1981.552381961615,2493.778714923379
2013.8752102229846,2482.557042607289
1998.8390802812692,2492.6722854258473
1999.0600727926324,2497.9106192335703
1994.8324719325956,2487.235514996854
1993.515138937465,2469.0163613384566
1989.1129259813242,2493.072672486728
2019.162525943405,2519.87518820715
2006.3872651166148,2503.1300412737714
2004.7769243825526,2489.6208626684397
1998.632785220625,2530.4313644394124
1996.0842749253331,2511.7243434304332
1993.0735108823733,2518.288117633015
1991.1163229458837,2490.7573495489155
1996.8022211471518,2500.1964806781716
1993.0474475458948,2481.619780350492
1981.1271239953594,2512.207468098514
1991.664051815546,2529.47367942195
2018.1203812307397,2508.425852645141
1979.0641225327856,2513.7875401427905
2000.3460540393219,2484.0050351675454
1987.330361255101,2534.6487074502884
2008.0465212404956,2519.161527193164
1999.310432820294,2476.5483906249383
2012.0588183015607,2512.974227565442
2011.2465528369323,2509.846595371403
2019.4524912553254,2495.2648010470098
1988.7387381364583,2484.0326125066613
1972.1310156165557,2495.8069466236675
1994.4524599946703,2504.2112547438724
1993.6664521175478,2494.2662171430957
1998.919561415897,2505.1729493008957
2010.1299540904017,2488.977780517206
2000.7201401859563,2485.5634537050614
1984.533275590137,2510.294240123403
2009.644809875858,2506.080079739669
2008.260880645065,2509.3308793297447
2001.2376135242266,2493.9440047062285
1997.7746578020538,2509.564987161894
2020.7094928841204,2495.9463679081505
1985.4800137768843,2501.2159457721436
1983.9594078032085,2499.5507531060553
1985.3826751063866,2508.828241545608
2020.2410795542617,2491.876549658153
2005.2891679578106,2485.3814568359335
2032.4027014898302,2500.2301473144094
2001.307458005857,2494.616353571029
2027.7287200916817,2518.840543928927
2007.0945333792185,2474.506177122393
1997.6705944459404,2498.872876982585
1996.1428367514836,2491.4739682565005
1993.3158343304638,2506.205590760297
2010.3031967246072,2491.708498351926
2018.4840295272907,2502.880138517295
1988.6184054137586,2478.9918606380097
1992.4732617126936,2474.228589222054
1983.4091787313976,2485.617855406178
2004.8773934440892,2496.758941291796
2016.1260851472189,2491.956197137006
2020.0753613416198,2533.9749394326095
1972.2817112291448,2518.3707421511085
1999.1259878280985,2498.699764240194
2027.0642517242645,2495.7669547145756
2000.610000188526,2504.1888731378754
2003.9860526414445,2495.9000428001073
1993.1079451794697,2488.0273506773506
2010.529565344545,2494.1631203600914
2008.9326081322113,2501.0732364289015
2007.6438353541414,2471.5447496434476
2010.8962620641832,2512.850960135276
2001.1249881360852,2470.336853713173
2005.2859114326113,2507.40278202754
1997.142130695092,2483.1046238246577
1981.5809965835192,2486.9591192904045
1971.1303631751211,2498.9736691928147
2030.6697326148128,2495.6905485037287
2007.4317982472578,2478.935247795538
1991.0575535082348,2519.4091712394134
1999.8777974163559,2498.295303182067
1992.5911661138641,2491.451816226897
2021.641470346743,2493.1584727284276
1992.1989920257304,2493.8512578509126
2001.7230005348288,2506.5288401785333
1987.69906042094,2480.79250351497
1988.976499489518,2507.5702601832368
2014.2371123202558,2517.495364511709
2008.4505380549217,2487.059192211877
2008.1196898956346,2501.0249578942885
1992.6039549907061,2495.195233924288
1999.6820378029267,2483.7257601908213
1994.7877288483855,2521.984802749197
2012.417975432043,2519.0450022506693
1986.5787320018576,2514.094450522427
1998.68855628213,2532.1781377572943
2010.1242216072922,2541.3796278936984
1999.1735382618062,2484.9937214033775
1991.62306105736,2483.456499322078
2024.224021668577,2509.751911396778
1991.463497718562,2476.9063168566354
2002.0002950087865,2532.652359507661
2000.54614369369,2512.1860957599883
1993.469020534231,2500.131658728457
2002.38558692783,2503.354312383992
2016.9715109174165,2502.5354243370766
2009.2812399658555,2500.5209885961126
2008.530087015763,2484.0876307345716
1997.9455821474776,2508.962907243876
2007.165203825533,2495.009888709805
2004.9351710421502,2498.8171610781214
1987.052417194581,2502.1090865799847
2022.14634030064,2501.3524991595314
2030.7938063972115,2511.9541902474475
1987.4945403829436,2495.276142285897
1997.9215828189945,2519.194617246808
1986.9058947787994,2492.839335154411
1997.2216480046527,2522.3800595762214
1988.627963955397,2477.2758611002055
1999.4351183074252,2520.9889891047496
2016.216947321377,2468.0327989001557
1999.9904113951682,2482.8587583839567
2015.2527779649306,2488.362001811973
2020.0993693700875,2485.6470803901752
1999.2870632889678,2493.235446375413
1997.545843651462,2501.4951654052256
2006.4736139899223,2485.3652951744107
2002.245529659568,2504.4632546021758
2003.8933977675872,2502.0808957883837
1998.2303953912071,2494.989400665187
1982.4680116905342,2520.0657022753358
1991.0380990408685,2481.267208296342
2012.6206601086747,2493.99089494327
1983.800115621635,2493.154602311773
1981.3958787329889,2467.400607946276
1982.1418351618995,2519.5669250951605
1997.3169452641296,2502.4530797368802
1993.3856209079331,2490.257808921948
2019.8711738076545,2492.8566380895286
2010.5477632298155,2513.919279105565
2004.0919457611665,2496.236461642749
1996.3006072002258,2502.1710170196793
1989.6180162296632,2499.6006399113835
2007.2874417539458,2491.122773600417
1995.545328272438,2497.6509153673555
2021.9950975698373,2495.986771105348
2020.0399769229016,2499.966153181416
1978.9672004801257,2497.621599900258
2003.8061470725336,2503.819596119796
2021.8881914068197,2508.0653213062865
1996.28241023766,2485.7594561339265
2000.7223265460887,2495.9909721041427
1993.6633550932988,2501.7133322135596
1998.2386797539293,2496.805932473242
1986.0648112457905,2517.2587430508383
2017.2916377960605,2506.420199653752
1996.4576824275118,2515.1702783315645
2020.1009911287415,2499.76113940954
1991.7309500717627,2507.9871461222892
2006.273412862162,2504.451449548408
2002.086616040181,2485.7562281045143
1997.2607754244364,2509.93516337612
1993.7581135221628,2511.1594023023663
2000.931850546555,2487.9833243558446
1996.736770218286,2478.363383334754
1983.8171505824478,2495.2329166068816
2004.7375910311293,2493.5064248422264
2023.7820451595423,2496.1321153392455
1992.083374025849,2482.4321225223252
2002.1307372794784,2501.820479788782
1980.5113114643657,2483.155588643299
1989.761362791268,2481.1072331166356
2002.8023183498165,2490.2627658278734
2012.7028076623376,2487.270748521565
1981.0966440592156,2478.895726411643
2027.078464107968,2507.7922927602476
2011.8882568142296,2487.9444727413406
1980.4256592985294,2480.5150119649857
2002.3808286054195,2500.073381335745
2008.523741992814,2512.124333134716
1997.3048910396724,2522.8422359987835
2003.5937659791014,2485.6041713178734
2017.3120205512885,2507.571159843522
1991.8038379499733,2500.216281887938
2008.50628598257,2502.291502604981
2005.5669074221005,2490.670408261329
1990.3898070355817,2502.6948719523975
1983.6579390021093,2485.5500132430752
1994.322905438521,2483.0858228207876
2004.7638790898445,2496.679981471254
1986.488544989062,2487.892746540108
2003.0242235300734,2534.228900716239
2016.993614298105,2495.905563767811
2009.4856124835962,2517.291689403644
2001.4628308670663,2485.2543020031385
1998.7405648065899,2489.2735376175383
2001.0771659366121,2506.4790531130916
1974.3085961394856,2536.6357977336747
2004.4393428149256,2538.313640470131
2007.4990612421811,2469.7982608213083
1989.7063709833105,2531.4322729065284
2008.9015712804028,2506.590926009123
2009.488968404333,2502.7674764201506
2014.2450664343735,2493.7592891946424
2008.5730690005912,2498.4429433079595
2000.7539402540467,2478.8259100106857
1999.7807979126792,2462.097940489478
1996.6542574918421,2513.0031376423212
2003.6130606487168,2521.8525625787893
2002.3726587603264,2495.856536114622
1981.7908743090916,2474.360838711432
2008.083048347523,2521.9998398235516
1987.5928997295816,2509.866704989057
2018.795904065102,2497.1423700991736
1995.5064824966785,2470.338117692802
2013.6828818664949,2508.0159114771354
1997.258941348811,2494.566337560778
1971.3095015207239,2495.844234528929
1985.740970095401,2503.432496567281
2012.3604020749792,2513.4362315303733
1990.4511298853085,2521.4079189677673
1990.1856668618734,2505.405422464741
1996.8708019438773,2480.3966403746444
2001.2115126630547,2524.973485267543
1978.6116986167467,2488.5251093125103
2011.5396696194068,2493.1045448429313
1981.602015417499,2547.9432466501685
1981.3799388821258,2497.024133665439
1984.3237005074845,2517.41407598762
2008.1620471773142,2493.510227403859
1991.2212096144353,2488.9598777244873
2004.981695644468,2481.667348404965
2012.8450759694686,2519.035650534825
2017.4124351979806,2476.201087924048
2006.4610212640227,2497.170328087282
1984.2794484459173,2482.4497497792363
1994.8784982958903,2485.278810558947
2002.239204784059,2519.238887943553
2008.30480439582,2512.4983193753037
2004.0508469407353,2508.8040530325775
2014.2700800777545,2488.3589368088583
2009.3844614725792,2492.2829429046706
1980.5933606534247,2523.5278562349213
2014.333184608245,2487.9815026452375
2016.7309396207277,2509.999088878146
2009.4695389721167,2499.839598572355
2008.1487948297079,2473.6065379077486
2002.3092298813358,2468.2583095133737
1997.946282379769,2490.8324078215787
1985.8234179109954,2487.522904354293
2006.1412905890054,2485.9490179307068
1994.4110547530033,2502.967441062574
2002.9501383410434,2497.947164005414
2018.2571785403497,2496.148903762824
2007.8735297231651,2482.0915035063103
2014.5799913853907,2521.2971901137103
2002.2672891121988,2486.277945004792
1984.1839652960807,2487.563118873324
1979.7876237385706,2492.9749772331725
2003.1177785294856,2497.0191024019755
2014.4031886731536,2513.1279013297303
2018.9858871028212,2504.931486336893
1995.484097706996,2489.370159471511
2002.1932158266372,2485.255234954743
2005.9400182113377,2497.2579149155818
1995.4461213684285,2485.377824244099
2029.0064887599267,2492.767684344862
1990.2954881908006,2508.723328644472
2010.4539712234402,2491.245509707028
2007.4508676364494,2487.4102309075456
1987.725022546895,2468.302488666587
2016.11449603493,2503.349055515765
2007.4237046753412,2497.910567642902
1999.8641831502466,2489.4751587132682
2004.7409829281728,2535.1474199392537
1998.379240465056,2500.3710135885394
2005.1614486982676,2488.0993984545576
2013.3003912612353,2487.718992515648
1998.2231777932827,2508.701301901852
1992.1511192573887,2487.782111770936
2004.319005980417,2519.9119449729865
1996.165341513489,2526.484409948977
2010.2164524541533,2486.6300571123493
1990.725100134515,2476.57710642251
2002.700204186116,2500.595906204505
1991.6184477492693,2505.0387108442433
2007.6182435876062,2480.7388700595557
1995.0444298360185,2480.558798768667
1985.3334236073583,2510.3774588630527
2004.637609455868,2480.6007408757046
2005.7945336269838,2508.337159470028
1997.2422697708414,2511.6131436142405
2009.8573963811457,2475.358515715041
2000.1879513385254,2517.008338985779
2000.9271121066395,2498.2521364483296
2012.1339303804023,2537.4063143592034
1993.649903897582,2505.4088468752043
1992.0421663145119,2504.584529863113
1999.6057667511488,2489.8852353843113
1972.5692132703914,2520.7544895821247
1985.3487544620089,2480.2425973541904
1998.4511662063821,2502.974247613274
2008.7310650838533,2532.9774423087365
1993.6692307743124,2491.000052480663
1996.6781041216564,2489.0094966291863
1999.6798630563835,2504.8934842326235
1973.0914607771865,2515.861066657392
2009.380852858624,2493.0300006941275
2003.6093009789683,2507.3402712303086
2022.6894150016876,2504.503784776775
1973.2845138255752,2511.1612717072812
2008.5750933973316,2497.3528972524687
2014.8289491152823,2495.7957279876173
1999.5527413027396,2509.8163937630634
1990.02400899229,2529.9977497786235
1995.4935572785657,2504.828355402297
1993.8790815683244,2515.6329296051795
1994.356977836539,2528.36569511052
2004.8086637887989,2496.58923463483
2008.1187368610408,2480.031794319217
1981.3221196317718,2498.549075685265
2023.3781510516974,2473.573503024212
2020.7063491358476,2512.5043151276345
2003.3804000810205,2504.628351248055
1996.6940186003028,2497.2985905687874
2006.7058694805305,2500.423973174342
1995.2051017731033,2504.1913381153254
2000.6902506143056,2490.5613779983128
1989.5518001872663,2531.4386534280043
2004.5205407669714,2526.642757040938
2008.9577314090773,2501.7287161442555
1992.3121285533011,2458.727683432013
1998.7686134702374,2488.2326121426377
1991.5440549178572,2498.9179438230613
1996.8425595162507,2528.395704312999
2011.1862757158349,2476.294574690694
2010.7609914128543,2507.838172392241
2002.1927856654615,2504.801500181388
1987.9187475358606,2497.344752382125
2001.0180552989061,2485.3334905466954
2009.8995462436992,2510.6574219911413
1998.2341523867465,2518.498836050258
2000.044854456046,2501.976673318393
2006.4886588596744,2531.1465805052085
1992.003297804125,2490.6315639109403
2013.9488129850345,2511.5324499031744
2022.4995613309984,2509.990339833609
1989.249721852829,2498.0817012924786
2014.820600726248,2490.490551611604
1979.3039092032586,2530.5073478834056
2008.1957056750678,2525.9948994280185
1999.2678321305527,2502.523270764626
1997.1720786652345,2504.9049335627346
2020.1798474048833,2469.828130061328
2002.1617854061628,2493.3665450899
1991.9919833276504,2524.7941666163
1995.6144118225143,2481.048161822555
2026.9698131074992,2492.1316935491523
2014.486004052916,2498.6720475743905
1993.139989562957,2491.8096383331035
1990.1374483997,2510.899147522141
2002.8954946449387,2499.2328449311462
1992.5123071468608,2509.8798965046885
2000.4343199421896,2500.2537237160286
1973.0455616700026,2514.8580763310356
1999.0813129181481,2482.7055441022267
1991.567758766651,2490.8484378830303
1992.0118601282886,2467.9837607645427
1993.6566832886465,2500.1909516965907
2035.717352858058,2512.9123295207646
1998.1033114739234,2506.432859539041
2009.85132569014,2506.727326282737
1998.3947501555413,2533.554732751685
1992.9254081497647,2502.486637354118
2016.3673494191885,2495.73115766486
1982.8117209383659,2522.3258163330456
1996.4605858217521,2500.9213473866125
2002.872140610942,2500.179331106557
1999.9680031908529,2481.992657128801
2011.3336148706976,2469.419811660411
2020.167019268234,2500.436002617994
2016.5022358720796,2505.8297196541944
2005.2578516288588,2496.3765097379624
1989.3088782827142,2499.324716070005
2019.4526417512066,2509.8071408498913
2000.841953977763,2484.464043872132
2004.3616826071552,2515.770187507726
1997.2840519085105,2491.4709772134174
1977.4955263227812,2487.9384449038866
2012.0968890048862,2485.080556195959
2009.0415844488032,2503.336490471601
1996.4150410154878,2498.115383465363
2000.1280408803593,2483.620993599864
1997.0466044832353,2508.8063439452644
2003.2482118452458,2516.7823038811575
1987.325150608683,2486.4047515028406
2003.423215263977,2502.598417232926
1990.6800642989642,2506.0714341177186
2013.7733044653405,2496.1914543231705
2012.5332968759922,2506.920383430923
1982.192107283527,2485.079992152491
1980.3230116837865,2485.8513620296067
2009.9181144698432,2515.9845484219218
1986.829070827657,2486.724479624315
2003.8850424222574,2486.110499893646
2005.3021285358811,2519.158673494646
1994.2244622225626,2496.7466015179143
1982.3398756771167,2514.845747869281
1989.6496906955542,2492.764791447431
1995.1671547781887,2501.119226359712
2019.9484803186353,2484.4314669387645
1999.662559335727,2476.4625048935854
1981.7641178053655,2473.3960447809777
2020.0436661847314,2539.835452280731
2004.9224898143696,2509.339780815763
1975.5977145274937,2499.0658912157796
1999.9957747773228,2496.6473697698398
2009.1425302945777,2499.0765364812996
1977.2980208007543,2486.9840343828987
2029.1784536630928,2497.86190022462
1988.5020245487713,2500.280369182131
2011.9941919499367,2515.194128854677
1987.903656132989,2523.8793715276265
1997.8974311447857,2509.764910998164
1990.939123699245,2479.018365898857
2004.266711143749,2506.6287263242903
2004.9710484904942,2517.351613405409
1998.5044943384444,2500.777542352639
1983.010677008124,2526.588144342914
2002.269705865366,2514.593773452883
1993.3667907172064,2499.6701232486366
1983.1749497151343,2507.2250594818142
1996.1362552986816,2476.8775986391906
1967.9220449958138,2501.2438951997337
2011.1281052483023,2521.3246320493263
1988.7158421681934,2547.1107123512584
2006.7879081772596,2493.354725140651
2036.447573399019,2509.2115124485367
1999.7018386703405,2525.555202789231
2026.1195141887222,2478.8005471923743
2005.8199932886503,2521.3603321127734
2015.8269168607922,2517.739314033749
2005.4072077943722,2493.5497463535603
1999.5299131313375,2495.808440506544
1995.898257075998,2503.766203178243
2006.354141317733,2486.04547499163
2012.9999038444023,2493.4622500602018
1987.138351892078,2502.630331104408
1994.2468616058923,2519.812603035953
2011.6093814810154,2500.5861894676236
2004.9716494942004,2522.2717303306285
1989.2228671505145,2501.0778173827343
1999.2512116536639,2507.1668201940993
2000.9235572677774,2496.7389335717103
1971.1443246929357,2493.0948733268697
2011.3733678719468,2485.1912567970744
2023.665853803978,2512.141509291565
2016.9137218786143,2471.7153981416627
1987.3798125742076,2489.9812294462713
2019.713280599279,2495.6748801633735
1993.3010191276744,2528.5691376641043
1993.5310325675641,2510.3580382615332
2000.497305044205,2518.1363375350984
2014.3995707115816,2498.7054911645578
1985.766914385818,2495.4440753020453
1994.8555837597685,2491.802644967844
2014.578900574286,2492.9583031691577
1998.5116593089033,2491.586696500992
2000.7411574850087,2485.5003764031426
1994.830238539359,2482.6555407730552
1969.8145058533348,2480.287704582851
1991.0189977412128,2490.6063882601866
2005.1009174026406,2508.183275626068
1991.3723793129864,2492.7001870672266
1994.1301764060936,2495.512713944285
1977.1772645094143,2489.494298295163
1985.5149255502565,2460.928096069069
2011.3387947554575,2474.957324783524
1995.9785782021586,2497.3132907694035
2006.7669476062226,2527.2695728841363
1993.2721034230467,2480.1953249951835
2018.7975734945899,2515.6703537628396
2008.111687312363,2518.1784749979115
1999.8213842419802,2492.1600766921606
2016.0070317394568,2468.788802967155
2010.196673633146,2486.343252796528
1997.9568510348063,2513.969882771055
1994.7442490960755,2497.7374314767208
1996.4875243913418,2498.7047353369435
2009.953743255611,2507.4647166270124
1981.8022315138528,2483.446854222276
2004.45990277526,2501.554632274733
1992.6507116628595,2518.256308767303
1983.1123573713373,2516.2677329650805
2001.3803561769876,2515.8890164995055
2001.977189691978,2494.2569825285477
2017.8031338731964,2471.306347503468
2001.9954271828128,2499.5391087765406
1990.5413132581084,2504.691147616126
2013.8278360474449,2515.169352653043
2009.0146103091008,2500.494445487538
2005.464904645519,2520.4989337546863
1999.4814657280333,2479.2131563190283
1977.4614800969975,2516.126340770504
2001.3451346405318,2509.8783486496213
2013.0041938014815,2465.2236329414377
1990.3172153344458,2494.188781770491
2005.5945057409835,2492.4121087937547
2005.7062010884702,2495.505360860991
1990.1201933556179,2501.874545464565
1991.635476970741,2496.175698286155
2018.4929084692164,2472.2781850126707
2002.5335561922445,2488.116863552786
2007.055320350592,2483.190498209347
1987.4966323387798,2517.573702482615
1983.9337826482172,2497.6680559749648
1997.1638926749822,2516.162099835902
2002.9406999213181,2500.3669329533263
2014.0331809913266,2475.5897912946366
2013.8229045635362,2500.2174818747176
2002.3732002798313,2492.406183141298
2017.141878978065,2519.9152145971852
2030.053626710575,2480.8771503350513
2006.7682947422247,2496.4578119364996
1989.4499096243676,2504.877488087009
2033.8203524450594,2511.5791632865803
1999.1719518915306,2506.852785438664
1998.6978745107583,2490.1949283510353
1995.640675630354,2481.3054225639685
1997.2175137597603,2504.442609501735
2008.6313030610609,2479.1069641233603
2010.9699911744772,2500.7240817175707
2003.5785582059805,2492.650626927345
1999.767539455303,2505.819512749528
1996.1967167376547,2524.3252969085856
2014.177321578139,2504.5397320658026
2002.1023727215422,2526.9701263432294
2018.1945841573206,2494.4963980637526
1995.496593548432,2507.9610417510744
1996.4575166580892,2498.407771345546
2003.1619700550862,2513.3928429043303
2024.194971823757,2523.246071125688
1999.342602673297,2494.7001933425663
2020.1823550282377,2524.0696028359876
1990.2496325368916,2499.4086241211808
1997.3208711843126,2517.7070920080723
1990.1268298785715,2486.8647143188487
1997.296402849281,2530.1887856886265
1975.9406142531743,2491.07419062814
1984.7082241186624,2505.0474118757493
2009.8983319702188,2515.3608266280435
2035.1663467051085,2503.483126523619
2000.0502832300704,2528.539306169142
1973.5085209898798,2508.8150999427817
2017.98933295227,2483.5650926206113
2002.3369474578324,2503.768449590745
1996.3023971836606,2485.235952542345
2002.9784235724583,2537.9930693019874
2008.872777006112,2484.3384757826943
1997.5520093543075,2501.209789051364
1982.6108861352068,2505.280787246868
1993.5385733988915,2521.6564391542747
1995.3353507015372,2500.6323934364577
